CustomerSRKey,CustomerKey,CustomerCode,Name,Education,Occupation
491,1096,12095,"Griffin, Austin",Bachelors,Management
492,1097,12096,"Brooks, Caitlin",Bachelors,Management
493,1099,12098,"Clark, Grace",Partial College,Professional
494,1100,12099,"Hall, Sydney",Partial College,Professional
495,1101,12100,"Sun, Jon",Bachelors,Management
496,1102,12101,"Patterson, Logan",Partial College,Professional
497,1103,12102,"Simmons, Devin",Partial College,Professional
498,1104,12103,"White, Chloe",Partial College,Professional
499,1105,12104,"Ross, Mariah",Partial College,Professional
500,1106,12105,"Foster, Abigail",Partial College,Professional
501,1109,12108,"Walker, James",Partial College,Professional
502,1110,12109,"Foster, Morgan",Partial College,Professional
503,1111,12110,"Guo, Bianca",Partial College,Professional
504,1112,12111,"Gonzales, Jacqueline",Partial College,Professional
505,1113,12112,"Henderson, Arianna",Partial College,Professional
506,1116,12115,"Richardson, Chloe",High School,Professional
507,1126,12125,"Ortega, Diana",Partial College,Professional
508,1129,12128,"Munoz, Kristy",High School,Professional
509,1130,12129,"Alvarez, Wendy",High School,Professional
510,1131,12130,"Zhou, Suzanne",High School,Professional
511,1136,12135,"Taylor, Fernando",Partial College,Professional
512,1138,12137,"Green, Jack",Graduate Degree,Management
513,1139,12138,"Jai, Colin",Graduate Degree,Management
514,1140,12139,"Yang, Franklin",Graduate Degree,Management
515,1142,12141,"Lee, Kaitlyn",Partial College,Professional
516,1143,12142,"Torres, Gabriella",Bachelors,Management
517,1144,12143,"Turner, Logan",Bachelors,Management
518,1145,12144,"Jenkins, Kelly",Partial College,Professional
519,1146,12145,"Butler, Brandon",Partial College,Professional
520,1147,12146,"Thomas, Xavier",Bachelors,Management
521,1149,12148,"Morris, Gabrielle",Partial College,Professional
522,1150,12149,"Scott, Bailey",Partial College,Professional
523,1151,12150,"Wang, Logan",Graduate Degree,Management
524,1152,12151,"Kelly, Steven",Bachelors,Management
525,1153,12152,"Ramirez, Adrian",Bachelors,Management
526,1154,12153,"Bailey, Kaitlyn",Partial College,Professional
527,1156,12155,"Lopez, Gabriella",Partial College,Professional
528,1157,12156,"Raji, Bonnie",Graduate Degree,Management
529,1158,12157,"White, William",Graduate Degree,Management
530,1161,12160,"Zhang, Jaclyn",Partial College,Professional
531,1162,12161,"Rogers, Alexandria",Partial College,Professional
532,1163,12162,"Mitchell, Luke",Partial College,Professional
533,1164,12163,"Wang, Aaron",Bachelors,Management
534,1165,12164,"Butler, Noah",Bachelors,Management
535,1168,12167,"Stewart, Sebastian",Partial College,Professional
536,1169,12168,"Jackson, Hunter",Partial College,Professional
537,1170,12169,"Howard, Abigail",High School,Professional
538,1171,12170,"Reed, Sara",Bachelors,Management
539,1172,12171,"Cooper, Alyssa",Bachelors,Management
540,1173,12172,"Alexander, Eduardo",Bachelors,Management
541,1174,12173,"Edwards, Dalton",Bachelors,Management
542,1175,12174,"Phillips, Charles",Graduate Degree,Management
543,1176,12175,"Powell, Luke",High School,Professional
544,1177,12176,"James, Cody",High School,Professional
545,1179,12178,"Shan, Ethan",Partial High School,Skilled Manual
546,1180,12179,"Jones, Alexis",Graduate Degree,Management
547,1181,12180,"Mehta, Holly",Graduate Degree,Management
548,1182,12181,"Sanders, Katelyn",Graduate Degree,Management
549,1185,12184,"Perez, Isaiah",Partial College,Professional
550,1186,12185,"Patterson, Kaitlyn",Partial College,Professional
551,1187,12186,"Srini, Bryant",Partial College,Professional
552,1188,12187,"Subram, Ruben",Partial College,Professional
553,1189,12188,"Thomas, Ashley",Partial College,Professional
554,1190,12189,"Wright, Sophia",Bachelors,Management
555,1191,12190,"Gonzales, Justin",Graduate Degree,Management
556,1192,12191,"Washington, Melissa",Partial High School,Skilled Manual
557,1193,12192,"Hayes, Jocelyn",Partial High School,Skilled Manual
558,1195,12194,"Foster, Destiny",Graduate Degree,Management
559,1196,12195,"Morris, Erin",Graduate Degree,Management
560,1198,12197,"Hernandez, Adam",Graduate Degree,Management
561,1199,12198,"Scott, Noah",Graduate Degree,Management
562,1200,12199,"Richardson, Christina",Partial College,Professional
563,1201,12200,"Sharma, Rafael",Graduate Degree,Management
564,1202,12201,"Yuan, Mindy",Graduate Degree,Management
565,1205,12204,"Jai, Bradley",Graduate Degree,Management
566,1206,12205,"Long, Madison",Bachelors,Management
567,1207,12206,"Parker, Sierra",Bachelors,Management
568,1208,12207,"Hill, Samuel",Bachelors,Management
569,1209,12208,"Sanchez, Dominique",Bachelors,Management
570,1210,12209,"Jai, Mindy",Bachelors,Management
571,1214,12213,"Lal, Alejandro",Graduate Degree,Manual
572,1219,12218,"Xu, Mitchell",Bachelors,Manual
573,1224,12223,"Vazquez, Felicia",Graduate Degree,Clerical
574,1226,12225,"Ortega, Kathleen",Graduate Degree,Clerical
575,1227,12226,"Ward, Faith",Bachelors,Clerical
576,1229,12228,"Martinez, Mayra",Bachelors,Clerical
577,1230,12229,"Gomez, Kari",Partial College,Manual
578,1231,12230,"Zheng, Wesley",Partial College,Manual
579,1232,12231,"Patterson, Isabelle",Partial College,Manual
580,1233,12232,"Hernandez, Sean",Partial College,Manual
581,1237,12236,"Gill, Kendra",Partial College,Manual
582,1238,12237,"Madan, Ruth",Partial College,Manual
583,1239,12238,"Raman, Monica",Bachelors,Clerical
584,1258,12257,"Ruiz, Ross",Graduate Degree,Clerical
585,1259,12258,"Li, Jamie",Graduate Degree,Clerical
586,1267,12266,"Lin, Tiffany",Partial College,Manual
587,1269,12268,"Shan, Edwin",Graduate Degree,Clerical
588,1271,12270,"Ramos, Ebony",Graduate Degree,Clerical
589,1274,12273,"Carlson, Nelson",Bachelors,Clerical
590,1276,12275,"Madan, Adriana",Partial College,Manual
591,1277,12276,"Shan, Alisha",Bachelors,Clerical
592,1279,12278,"Johnsen, Meredith",High School,Manual
593,1292,12291,"Suri, Johnathan",Partial College,Professional
594,1298,12297,"Blanco, Felicia",Partial College,Professional
595,1299,12298,"Zeng, Crystal",Partial College,Professional
596,1303,12302,"Coleman, Kevin",Bachelors,Management
597,1307,12306,"Parker, Logan",Partial College,Professional
598,1315,12314,"Suarez, Jill",Bachelors,Management
599,1320,12319,"Ye, Shannon",High School,Professional
600,1325,12324,"Lal, Dale",High School,Professional
601,1328,12327,"Liang, Edwin",Partial College,Management
602,1331,12330,"Raman, Preston",Partial College,Management
603,1363,12362,"Harrison, Thomas",Bachelors,Management
604,1365,12364,"Rogers, Erin",Bachelors,Management
605,1366,12365,"Evans, Alex",Bachelors,Management
606,1367,12366,"Cox, Stephanie",Bachelors,Management
607,1378,12377,"Miller, Christopher",Partial High School,Manual
608,1379,12378,"Sanchez, Brianna",Partial College,Clerical
609,1380,12379,"Chande, Bridget",Partial College,Clerical
610,1385,12384,"Gutierrez, Jacquelyn",Bachelors,Skilled Manual
611,1387,12386,"Perry, Katherine",Partial High School,Manual
612,1389,12388,"Kumar, Casey",High School,Manual
613,1391,12390,"Martinez, Denise",Partial College,Clerical
614,1397,12396,"Yang, Susan",High School,Manual
615,1398,12397,"Chapman, Shaun",Partial College,Clerical
616,1400,12399,"Chapman, Henry",Partial College,Clerical
617,1401,12400,"Martin, Andy",Partial College,Clerical
618,1402,12401,"Rivera, Kimberly",Partial College,Clerical
619,1407,12406,"Gutierrez, Ross",Graduate Degree,Skilled Manual
620,1408,12407,"Raji, Shawn",Graduate Degree,Skilled Manual
621,1409,12408,"Lu, Jon",Graduate Degree,Skilled Manual
622,1410,12409,"Hill, Savannah",Partial College,Clerical
623,1411,12410,"Richardson, Mariah",Partial College,Clerical
624,1412,12411,"Alexander, Kevin",Partial College,Clerical
625,1413,12412,"Wright, Mackenzie",Graduate Degree,Skilled Manual
626,1414,12413,"Gonzales, James",Graduate Degree,Skilled Manual
627,1415,12414,"Lal, Ethan",Graduate Degree,Skilled Manual
628,1416,12415,"Richardson, Brianna",Graduate Degree,Skilled Manual
629,1417,12416,"Martinez, Veronica",Graduate Degree,Skilled Manual
630,1418,12417,"Bryant, Alexis",Graduate Degree,Skilled Manual
631,1419,12418,"Hernandez, Robert",High School,Manual
632,1420,12419,"Bell, Destiny",Bachelors,Skilled Manual
633,1421,12420,"Hayes, Spencer",Bachelors,Skilled Manual
634,1422,12421,"Hughes, Cameron",Bachelors,Skilled Manual
635,1423,12422,"Evans, Hailey",Bachelors,Skilled Manual
636,1424,12423,"Thompson, Sarah",Partial High School,Clerical
637,1425,12424,"Mitchell, Rebecca",High School,Manual
638,1426,12425,"White, Brandon",High School,Clerical
639,1427,12426,"Cox, Cody",Partial College,Clerical
640,1428,12427,"Stewart, Kimberly",Partial College,Clerical
641,1429,12428,"Morris, Sean",Partial College,Clerical
642,1430,12429,"Black, Melvin",Partial College,Clerical
643,1433,12432,"Clark, Nathan",Partial College,Clerical
644,1434,12433,"Price, Antonio",Partial College,Clerical
645,1435,12434,"Kumar, Thomas",Partial College,Clerical
646,1436,12435,"Zhou, Christy",Partial College,Clerical
647,1437,12436,"Diaz, Albert",Partial College,Clerical
648,1438,12437,"Young, Jeremy",Partial College,Clerical
649,1439,12438,"Rogers, Bailey",Graduate Degree,Skilled Manual
650,1440,12439,"Bennett, Megan",Partial College,Clerical
651,1441,12440,"Chandra, Francisco",Partial College,Clerical
652,1442,12441,"Simmons, Trevor",Partial College,Clerical
653,1443,12442,"Richardson, Allison",Partial College,Clerical
654,1444,12443,"James, Garrett",Partial College,Clerical
655,1446,12445,"Taylor, Cameron",Partial College,Clerical
656,1447,12446,"Hall, Jasmine",Partial College,Clerical
657,1449,12448,"Cox, Hailey",Graduate Degree,Skilled Manual
658,1451,12450,"Cook, Cody",Graduate Degree,Skilled Manual
659,1453,12452,"Sanchez, Sean",Graduate Degree,Skilled Manual
660,1454,12453,"Bennett, Madison",Graduate Degree,Skilled Manual
661,1455,12454,"Griffin, Samuel",Graduate Degree,Skilled Manual
662,1456,12455,"Lewis, Benjamin",Graduate Degree,Skilled Manual
663,1457,12456,"Chen, Thomas",Graduate Degree,Skilled Manual
664,1458,12457,"Rai, Misty",Graduate Degree,Skilled Manual
665,1459,12458,"Sanchez, Veronica",Bachelors,Clerical
666,1462,12461,"Suri, Ruth",Graduate Degree,Clerical
667,1463,12462,"Suri, Levi",Graduate Degree,Clerical
668,1470,12469,"Srini, Shane",High School,Manual
669,1471,12470,"He, Barbara",High School,Manual
670,1472,12471,"Zeng, Lacey",Bachelors,Clerical
671,1476,12475,"Carter, Logan",Partial High School,Manual
672,1479,12478,"Mehta, Ruben",High School,Manual
673,1480,12479,"Tang, Priscilla",Bachelors,Skilled Manual
674,1482,12481,"Diaz, Victor",Partial High School,Manual
675,1485,12484,"Suarez, Lori",High School,Manual
676,1488,12487,"Zhu, Willie",High School,Manual
677,1494,12493,"Vazquez, Dwayne",Bachelors,Professional
678,1496,12495,"Miller, Lucas",Partial College,Clerical
679,1498,12497,"Kumar, Ashlee",Bachelors,Skilled Manual
680,1499,12498,"Diaz, Eduardo",Bachelors,Skilled Manual
681,1500,12499,"Wang, Heather",High School,Manual
682,1501,12500,"Vazquez, Kathleen",Partial College,Clerical
683,1502,12501,"Sai, Cory",Partial College,Clerical
684,1508,12507,"Bell, Ian",Partial College,Clerical
685,1513,12512,"Gomez, Carolyn",Partial College,Clerical
686,1517,12516,"Chander, Shawna",Partial College,Clerical
687,1518,12517,"Watson, Alexa",Partial College,Clerical
688,1519,12518,"Dominguez, Jacquelyn",Partial College,Clerical
689,1522,12521,"Dominguez, Meredith",Partial High School,Manual
690,1528,12527,"Rodriguez, José",Graduate Degree,Skilled Manual
691,1529,12528,"Wilson, Devin",Graduate Degree,Skilled Manual
692,1530,12529,"Allen, Isaiah",Graduate Degree,Skilled Manual
693,1532,12531,"Xu, Autumn",Partial College,Clerical
694,1534,12533,"Washington, Luis",Graduate Degree,Management
695,1536,12535,"Kapoor, Clifford",Bachelors,Manual
696,1537,12536,"Dominguez, Javier",Bachelors,Manual
697,1539,12538,"Blanco, Paula",Graduate Degree,Clerical
698,1545,12544,"Jordan, Bruce",Bachelors,Manual
699,1547,12546,"Andersen, Clarence",Bachelors,Clerical
700,1549,12548,"Collins, Alexandra",Partial College,Manual
701,1557,12556,"Kapoor, Manuel",Bachelors,Clerical
702,1559,12558,"Evans, Amanda",Bachelors,Clerical
703,1592,12591,"Madan, Meredith",Graduate Degree,Clerical
704,1601,12600,"Romero, Larry",Graduate Degree,Clerical
705,1605,12604,"Lee, Nathan",Bachelors,Clerical
706,1606,12605,"Cooper, Carol",Bachelors,Clerical
707,1617,12616,"Tang, Kelsey",Partial College,Manual
708,1618,12617,"Ma, Jake",Partial College,Manual
709,1625,12624,"Xu, Jamie",Partial College,Manual
710,1630,12629,"Nara, Russell",Partial College,Manual
711,1637,12636,"Salah, Tamer",Bachelors,Management
712,1639,12638,"Brooks, Sebastian",Partial College,Professional
713,1644,12643,"Perez, Kristina",Bachelors,Management
714,1647,12646,"Xu, Kenneth",High School,Professional
715,1658,12657,"Blanco, Audrey",High School,Management
716,1710,12709,"Rodriguez, Ian",Bachelors,Management
717,1713,12712,"Romero, Arthur",Partial High School,Manual
718,1714,12713,"Xie, Deborah",Partial High School,Manual
719,1715,12714,"Lu, Colleen",Partial College,Clerical
720,1722,12721,"Martinez, Rebekah",Partial College,Clerical
721,1723,12722,"Gomez, Latasha",Partial High School,Manual
722,1725,12724,"Martin, Eddie",Partial High School,Manual
723,1726,12725,"James, Gabrielle",Partial High School,Manual
724,1727,12726,"Goel, Kurt",Partial High School,Manual
725,1729,12728,"Stewart, Jeremiah",Partial College,Clerical
726,1732,12731,"Murphy, Steven",High School,Manual
727,1736,12735,"Mehta, Donald",Partial High School,Manual
728,1737,12736,"Ruiz, Diana",Partial High School,Manual
729,1739,12738,"Rubio, Melinda",Bachelors,Skilled Manual
730,1742,12741,"Sam, Raymond",High School,Manual
731,1743,12742,"Martinez, Samantha",Partial College,Clerical
732,1748,12747,"Hu, Colleen",Partial High School,Manual
733,1752,12751,"Xu, Priscilla",Partial College,Clerical
734,1758,12757,"Ramirez, Sara",Partial College,Clerical
735,1759,12758,"Ramirez, Stephanie",Bachelors,Skilled Manual
736,1760,12759,"Sanders, Jada",Graduate Degree,Skilled Manual
737,1762,12761,"Richardson, Alexandra",Graduate Degree,Skilled Manual
738,1763,12762,"Smith, Jonathan",Bachelors,Skilled Manual
739,1765,12764,"Harris, Alexandra",Partial College,Clerical
740,1767,12766,"Bryant, Jordyn",Partial High School,Clerical
741,1768,12767,"Robinson, Christopher",High School,Clerical
742,1769,12768,"Chapman, Johnathan",High School,Clerical
743,1770,12769,"Zhang, Thomas",Partial College,Clerical
744,1771,12770,"Evans, Charles",Partial College,Clerical
745,1772,12771,"Thomas, Morgan",Partial College,Clerical
746,1773,12772,"Clark, Abigail",Partial College,Clerical
747,1774,12773,"Taylor, Samantha",Partial College,Clerical
748,1775,12774,"Gao, Kristen",Partial College,Clerical
749,1776,12775,"Griffin, Connor",Partial College,Clerical
750,1777,12776,"Campbell, Blake",Graduate Degree,Skilled Manual
751,1778,12777,"Anderson, Joseph",Partial College,Clerical
752,1779,12778,"Morgan, Connie",Partial College,Clerical
753,1780,12779,"Rogers, Mason",Partial College,Clerical
754,1790,12789,"Zeng, Jamie",Partial College,Clerical
755,1791,12790,"Kumar, Brandon",Graduate Degree,Skilled Manual
756,1792,12791,"Foster, Angelica",Graduate Degree,Skilled Manual
757,1793,12792,"White, Blake",Graduate Degree,Skilled Manual
758,1794,12793,"Guo, Jessie",Graduate Degree,Skilled Manual
759,1795,12794,"Jackson, Megan",Graduate Degree,Skilled Manual
760,1797,12796,"Zhang, Jason",Graduate Degree,Skilled Manual
761,1798,12797,"Howard, Patrick",Graduate Degree,Skilled Manual
762,1800,12799,"Chandra, George",Bachelors,Clerical
763,1801,12800,"Chen, Lacey",Bachelors,Clerical
764,1802,12801,"Browning, Melody",Bachelors,Clerical
765,1803,12802,"Sun, Alan",Bachelors,Clerical
766,1807,12806,"Zeng, Ronnie",Graduate Degree,Clerical
767,1808,12807,"Kumar, Nina",Graduate Degree,Clerical
768,1810,12809,"Navarro, Michele",Partial College,Manual
769,1811,12810,"Stewart, Chase",Bachelors,Clerical
770,1812,12811,"Serrano, Marc",Partial College,Manual
771,1814,12813,"Ramos, Reginald",Bachelors,Clerical
772,1815,12814,"Sharma, Casey",Bachelors,Clerical
773,1816,12815,"Mehta, Dominique",Bachelors,Clerical
774,1817,12816,"Mehta, Tammy",Partial High School,Manual
775,1823,12822,"James, Alexandra",Bachelors,Clerical
